phenotype	chrom	start_pos	end_pos	finemapping_region	repeat_unit	white_brit_allele_frequencies	association_p_value	direction_of_association	relation_to_gene	finemapping	susie_CP	finemap_CP	susie_CP_best_guess_genotypes	finemap_CP_pval_thresh_5e-4	finemap_CP_mac_thresh_100	finemap_CP_prior_effect_size_0.05%	finemap_CP_prior_4_signals	finemap_CP_stopping_thresh_1e-4	susie_CP_prior_snps_over_strs	finemap_CP_prior_snps_over_strs	finemap_CP_prior_effect_size_0.0025%	other_ethnicity_association_p_values	other_ethnicity_effect_directions	black_allele_frequencies	south_asian_allele_frequencies	chinese_allele_frequencies	irish_allele_frequencies	white_other_allele_frequencies
haematocrit	17	59450454	59450467	17_57388532_59615235	A	{12.0: 0.00%, 13.0: 81.05%, 14.0: 18.90%, 15.0: 0.04%}	6.56e-25	+	multigene;intron:RP11-332H18.5:lncRNA;intron:BCAS3:protein_coding	doubly	0.974753638888669	1.0	0.698252669301143	1.0	1.0	1.0	1.0	1.0	0.625878921146524	1.0	1.0	0.263, 0.208, 0.258, 0.514, 0.0195	NA, NA, NA, NA, +	{12.0: 1.08%, 13.0: 44.47%, 14.0: 54.44%, 15.0: 0.01%}	{12.0: 0.00%, 13.0: 68.69%, 14.0: 31.18%, 15.0: 0.12%}	{12.0: 0.00%, 13.0: 57.39%, 14.0: 42.49%, 15.0: 0.13%}	{12.0: 0.00%, 13.0: 81.95%, 14.0: 18.00%, 15.0: 0.05%}	{12.0: 0.01%, 13.0: 78.48%, 14.0: 21.45%, 15.0: 0.06%}
haematocrit	19	4426165	4426182	19_4226572_4634469	A	{16.0: 0.52%, 17.0: 69.97%, 18.0: 29.52%}	9.09e-15	-	intron:CHAF1A:protein_coding	not	0.0	0.0										0.811, 0.856, 0.847, 0.0261, 0.144	NA, NA, NA, -, NA	{16.0: 0.04%, 17.0: 89.36%, 18.0: 10.60%}	{16.0: 0.03%, 17.0: 76.42%, 18.0: 23.55%}	{16.0: 0.00%, 17.0: 89.56%, 18.0: 10.44%}	{16.0: 0.27%, 17.0: 69.63%, 18.0: 30.10%}	{16.0: 0.35%, 17.0: 71.49%, 18.0: 28.16%}
haemoglobin_concentration	2	24093156	24093174	2_23754304_24490260	A	{19.0: 25.05%, 20.0: 48.89%, 21.0: 10.94%, 22.0: 0.05%, 25.0: 1.55%, 26.0: 13.48%, 27.0: 0.03%}	5.54e-11	+	intron:ATAD2B:protein_coding	not	0.0	0.0										0.473, 0.154, 0.184, 0.0963, 0.106	NA, NA, NA, NA, NA	{19.0: 38.34%, 20.0: 50.74%, 21.0: 1.87%, 22.0: 0.01%, 25.0: 0.67%, 26.0: 8.02%, 27.0: 0.36%}	{19.0: 17.53%, 20.0: 57.02%, 21.0: 10.68%, 22.0: 0.02%, 25.0: 0.52%, 26.0: 14.22%, 27.0: 0.01%}	{19.0: 15.85%, 20.0: 76.90%, 21.0: 0.62%, 25.0: 0.55%, 26.0: 6.07%, 27.0: 0.00%}	{19.0: 24.99%, 20.0: 49.65%, 21.0: 9.98%, 22.0: 0.06%, 25.0: 1.14%, 26.0: 14.16%, 27.0: 0.03%}	{19.0: 23.35%, 20.0: 50.96%, 21.0: 10.99%, 22.0: 0.06%, 25.0: 1.44%, 26.0: 13.18%, 27.0: 0.03%}
haemoglobin_concentration	3	141097028	141097042	3_140908481_141279542	A	{15.0: 55.29%, 16.0: 8.92%, 17.0: 35.79%}	6.23e-11	+	intron:ZBTB38:protein_coding	not	0.0619872829112628	0.0494659										0.537, 0.00905, 0.883, 0.0403, 0.355	NA, +, NA, +, NA	{15.0: 15.46%, 16.0: 43.91%, 17.0: 40.63%}	{15.0: 65.78%, 16.0: 15.23%, 17.0: 19.00%}	{15.0: 68.53%, 16.0: 28.77%, 17.0: 2.70%}	{15.0: 56.31%, 16.0: 7.94%, 17.0: 35.75%}	{15.0: 59.07%, 16.0: 8.32%, 17.0: 32.61%}
haemoglobin_concentration	12	48487503	48487518	12_48174826_49141300	A	{14.0: 10.21%, 15.0: 0.11%, 16.0: 52.18%, 17.0: 36.29%, 18.0: 1.21%}	1.12e-29	-	intron:SENP1:protein_coding	singly	0.994103489761834	0.728536	0.99798157324872	0.697641	0.802009	0.962983	0.839423	0.87982	0.0	0.409656	0.44556	0.358, 0.000265, 0.4, 0.118, 0.657	NA, -, NA, NA, NA	{14.0: 5.71%, 15.0: 25.21%, 16.0: 38.39%, 17.0: 24.88%, 18.0: 5.81%}	{14.0: 2.26%, 15.0: 0.07%, 16.0: 51.04%, 17.0: 45.36%, 18.0: 1.27%}	{14.0: 0.26%, 15.0: 0.18%, 16.0: 16.15%, 17.0: 83.02%, 18.0: 0.40%}	{14.0: 9.50%, 15.0: 0.12%, 16.0: 49.68%, 17.0: 39.53%, 18.0: 1.16%}	{14.0: 8.73%, 15.0: 0.19%, 16.0: 52.22%, 17.0: 37.31%, 18.0: 1.54%}
haemoglobin_concentration	14	64714051	64714074	14_64489770_65010166	AAAC	{5.0: 7.30%, 6.0: 44.77%, 7.0: 47.93%}	1.15e-24	-	intron:ESR2:protein_coding	confidently	0.983982328020376	0.949392	0.991992508023564	1.0	0.925327	0.92755	0.909692	0.934753	0.793284137752872	0.74418	0.990001	1.45e-7, 0.288, 0.0495, 0.293, 0.168	-, NA, -, NA, NA	{5.0: 55.41%, 6.0: 9.26%, 7.0: 35.34%}	{5.0: 14.49%, 6.0: 52.69%, 7.0: 32.82%}	{5.0: 18.89%, 6.0: 30.67%, 7.0: 50.43%}	{5.0: 6.66%, 6.0: 45.55%, 7.0: 47.79%}	{5.0: 9.87%, 6.0: 42.68%, 7.0: 47.45%}
haemoglobin_concentration	15	76246773	76246788	15_74764356_77451746	A	{14.0: 49.55%, 15.0: 47.82%, 16.0: 0.09%, 17.0: 2.54%}	3.95e-47	+	intron:NRG4:protein_coding	confidently	0.999999999997184	1.0	0.999999998449542	1.0	1.0	1.0	1.0	1.0	0.999999993732587	1.0	1.0	0.271, 0.653, 0.636, 0.000746, 0.000156	NA, NA, NA, +, +	{14.0: 30.44%, 15.0: 49.32%, 16.0: 7.08%, 17.0: 13.16%}	{14.0: 66.43%, 15.0: 32.56%, 16.0: 0.39%, 17.0: 0.61%}	{14.0: 61.46%, 15.0: 36.89%, 16.0: 1.54%, 17.0: 0.11%}	{14.0: 50.18%, 15.0: 47.53%, 16.0: 0.06%, 17.0: 2.23%}	{14.0: 50.07%, 15.0: 47.80%, 16.0: 0.16%, 17.0: 1.97%}
haemoglobin_concentration	16	287713	287728	16_0_527397	A	{16.0: 79.70%, 17.0: 17.48%, 18.0: 2.82%}	1.08e-14	+	intron:FAM234A:protein_coding	not	0.0	0.3559										0.105, 0.132, 0.202, 0.0188, 0.311	NA, NA, NA, +, NA	{16.0: 73.08%, 17.0: 26.66%, 18.0: 0.25%}	{16.0: 73.25%, 17.0: 26.52%, 18.0: 0.23%}	{16.0: 83.89%, 17.0: 15.90%, 18.0: 0.21%}	{16.0: 80.91%, 17.0: 16.72%, 18.0: 2.37%}	{16.0: 79.60%, 17.0: 18.20%, 18.0: 2.20%}
haemoglobin_concentration	17	44084292	44084364	17_42068897_45308152	AAAAT	{11.6: 22.90%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 18.57%, 14.6: 57.66%, 15.6: 0.15%, 17.6: 0.00%}	1.02e-44	-	intron:MAPT:protein_coding	not	0.0	0.0										0.835, 0.246, 0.839, 0.0000124, 0.0335	NA, NA, NA, -, -	{11.6: 2.16%, 12.6: 5.71%, 12.8: 1.77%, 13.6: 18.36%, 14.6: 67.46%, 15.6: 3.95%, 17.6: 0.59%}	{11.6: 8.34%, 12.6: 0.61%, 12.8: 0.01%, 13.6: 15.22%, 14.6: 75.75%, 15.6: 0.08%, 17.6: 0.00%}	{11.6: 0.53%, 12.6: 0.14%, 12.8: 0.02%, 13.6: 27.95%, 14.6: 69.80%, 15.6: 1.56%, 17.6: 0.00%}	{11.6: 21.01%, 12.6: 0.72%, 12.8: 0.01%, 13.6: 19.67%, 14.6: 58.46%, 15.6: 0.14%, 17.6: 0.00%}	{11.6: 21.60%, 12.6: 0.78%, 12.8: 0.02%, 13.6: 16.64%, 14.6: 60.76%, 15.6: 0.20%, 17.6: 0.00%}
haemoglobin_concentration	17	59450454	59450467	17_58465556_59623010	A	{12.0: 0.00%, 13.0: 81.07%, 14.0: 18.88%, 15.0: 0.04%}	7.24e-30	+	multigene;intron:RP11-332H18.5:lncRNA;intron:BCAS3:protein_coding	confidently	0.992878117838038	1.0	0.886093249652702	1.0	1.0	1.0	1.0	1.0	0.931780891354578	1.0	1.0	0.301, 0.299, 0.361, 0.5, 0.00416	NA, NA, NA, NA, +	{12.0: 1.09%, 13.0: 44.49%, 14.0: 54.41%, 15.0: 0.01%}	{12.0: 0.00%, 13.0: 68.57%, 14.0: 31.31%, 15.0: 0.12%}	{12.0: 0.00%, 13.0: 57.40%, 14.0: 42.47%, 15.0: 0.13%}	{12.0: 0.00%, 13.0: 82.01%, 14.0: 17.94%, 15.0: 0.05%}	{12.0: 0.01%, 13.0: 78.47%, 14.0: 21.46%, 15.0: 0.06%}
haemoglobin_concentration	19	4426165	4426182	19_4226572_4644732	A	{16.0: 0.52%, 17.0: 69.99%, 18.0: 29.49%}	2.61e-15	-	intron:CHAF1A:protein_coding	not	0.0	0.00234267										0.9, 0.862, 0.495, 0.0221, 0.187	NA, NA, NA, -, NA	{16.0: 0.04%, 17.0: 89.35%, 18.0: 10.60%}	{16.0: 0.03%, 17.0: 76.46%, 18.0: 23.51%}	{16.0: 0.00%, 17.0: 89.63%, 18.0: 10.37%}	{16.0: 0.28%, 17.0: 69.69%, 18.0: 30.03%}	{16.0: 0.35%, 17.0: 71.48%, 18.0: 28.17%}
haemoglobin_concentration	22	30363907	30363935	22_30010928_30734554	AC	{9.5: 0.00%, 11.5: 9.29%, 12.5: 0.02%, 13.5: 38.08%, 14.5: 25.11%, 15.5: 21.98%, 16.5: 5.46%, 17.5: 0.04%, 18.5: 0.02%}	2.37e-13	-	intron:MTMR3:protein_coding	singly	0.988323032431735	0.046192	0.995616749075025	0.0	0.416848	0.00325147	0.0	0.046192	0.0	0.0	0.0160145	0.468, 0.199, 0.833, 0.0679, 0.0601	NA, NA, NA, NA, NA	{9.5: 0.00%, 11.5: 9.02%, 12.5: 0.88%, 13.5: 13.15%, 14.5: 6.55%, 15.5: 38.05%, 16.5: 28.86%, 17.5: 2.24%, 18.5: 1.25%}	{9.5: 0.00%, 11.5: 1.25%, 12.5: 0.00%, 13.5: 10.91%, 14.5: 30.02%, 15.5: 34.55%, 16.5: 20.39%, 17.5: 0.02%, 18.5: 2.87%}	{9.5: 0.00%, 11.5: 0.21%, 13.5: 17.83%, 14.5: 48.78%, 15.5: 18.14%, 16.5: 14.89%, 18.5: 0.14%}	{9.5: 0.00%, 11.5: 10.75%, 12.5: 0.01%, 13.5: 37.60%, 14.5: 23.78%, 15.5: 22.46%, 16.5: 5.37%, 17.5: 0.02%, 18.5: 0.01%}	{9.5: 0.01%, 11.5: 7.43%, 12.5: 0.03%, 13.5: 34.96%, 14.5: 28.51%, 15.5: 21.92%, 16.5: 7.02%, 17.5: 0.07%, 18.5: 0.05%}
hdl_cholesterol	1	27247247	27247280	1_26808591_27493126	A	{33.0: 0.00%, 34.0: 84.27%, 35.0: 7.74%, 36.0: 5.53%, 37.0: 2.46%}	6.51e-31	-	intron:NUDC:protein_coding	singly	0.971615407073977	0.300917	0.984188548698765	0.334799	0.135535	0.0958932	0.335223	0.300917	0.942793744104693	0.0187382	0.046955	0.858, 0.942, 0.336, 0.499, 0.0139	NA, NA, NA, NA, -	{33.0: 0.05%, 34.0: 77.44%, 35.0: 16.40%, 36.0: 5.79%, 37.0: 0.33%}	{33.0: 0.12%, 34.0: 88.21%, 35.0: 7.50%, 36.0: 3.50%, 37.0: 0.66%}	{33.0: 0.82%, 34.0: 93.69%, 35.0: 4.92%, 36.0: 0.48%, 37.0: 0.09%}	{33.0: 0.00%, 34.0: 83.57%, 35.0: 8.19%, 36.0: 5.91%, 37.0: 2.33%}	{33.0: 0.01%, 34.0: 84.49%, 35.0: 8.12%, 36.0: 5.13%, 37.0: 2.25%}
hdl_cholesterol	1	93858126	93858136	1_93414383_94132922	A	{10.0: 18.38%, 11.0: 18.47%, 12.0: 63.09%, 13.0: 0.06%}	8.86e-26	-	intergenic	doubly	0.989140850135773	1.0	0.987092008284612	0.731626	0.936912	1.0	0.771028	0.944864	0.957472088592379	0.839814	0.571749	0.0442, 0.307, 0.0021, 0.0679, 0.0118	-, NA, -, NA, -	{10.0: 20.18%, 11.0: 59.84%, 12.0: 19.98%, 13.0: 0.00%}	{10.0: 30.25%, 11.0: 5.04%, 12.0: 64.58%, 13.0: 0.13%}	{10.0: 29.28%, 11.0: 4.52%, 12.0: 66.20%, 13.0: 0.01%}	{10.0: 19.05%, 11.0: 19.76%, 12.0: 61.15%, 13.0: 0.03%}	{10.0: 17.78%, 11.0: 17.95%, 12.0: 64.21%, 13.0: 0.06%}
hdl_cholesterol	3	135916825	135916841	3_135673658_136802064	A	{15.0: 0.11%, 16.0: 33.82%, 17.0: 42.17%, 18.0: 9.23%, 19.0: 14.62%, 20.0: 0.04%, 23.0: 0.00%}	9.29e-14	+	intergenic	not	0.0	0.0										0.13, 0.121, 0.418, 0.0635, 0.0158	NA, NA, NA, NA, +	{15.0: 2.50%, 16.0: 41.30%, 17.0: 26.58%, 18.0: 17.26%, 19.0: 8.61%, 20.0: 0.64%, 23.0: 3.11%}	{15.0: 0.02%, 16.0: 34.52%, 17.0: 41.52%, 18.0: 10.02%, 19.0: 13.88%, 20.0: 0.03%, 23.0: 0.00%}	{15.0: 0.06%, 16.0: 0.76%, 17.0: 76.95%, 18.0: 21.16%, 19.0: 1.07%, 20.0: 0.00%, 23.0: 0.00%}	{15.0: 0.10%, 16.0: 34.72%, 17.0: 40.70%, 18.0: 10.63%, 19.0: 13.81%, 20.0: 0.03%, 23.0: 0.00%}	{15.0: 0.19%, 16.0: 32.41%, 17.0: 43.54%, 18.0: 8.92%, 19.0: 14.85%, 20.0: 0.08%, 23.0: 0.02%}
hdl_cholesterol	11	47332459	47332474	11_45587502_50907333	A	{15.0: 67.59%, 16.0: 15.15%, 17.0: 15.82%, 18.0: 1.43%}	3.02e-72	+	intron:MADD:protein_coding	singly	0.299195030923461	0.977044	0.20350865272514	0.975435	0.960338	0.976189	0.986528	0.986094	0.23734650991341	0.884246	0.911497	0.324, 0.045, 0.971, 0.000534, 0.0000508	NA, +, NA, +, +	{15.0: 48.59%, 16.0: 12.03%, 17.0: 39.28%, 18.0: 0.10%}	{15.0: 54.78%, 16.0: 23.35%, 17.0: 21.66%, 18.0: 0.21%}	{15.0: 30.15%, 16.0: 9.52%, 17.0: 60.17%, 18.0: 0.17%}	{15.0: 68.12%, 16.0: 14.63%, 17.0: 15.45%, 18.0: 1.80%}	{15.0: 70.17%, 16.0: 13.60%, 17.0: 15.29%, 18.0: 0.95%}
hdl_cholesterol	20	32971954	32971973	20_32389092_33969938	A	{19.0: 30.16%, 20.0: 25.68%, 21.0: 43.94%, 22.0: 0.02%, 23.0: 0.21%}	6.22e-19	-	multigene;exon_other:Y_RNA:misc_RNA;intron:ITCH:protein_coding	singly	0.0	0.92979	0.0	0.798036	0.822268	0.849219	0.858334	0.901752	0.0	0.637498	0.522517	0.509, 0.205, 0.564, 0.104, 0.202	NA, NA, NA, NA, NA	{19.0: 6.44%, 20.0: 76.01%, 21.0: 17.40%, 22.0: 0.15%, 23.0: 0.00%}	{19.0: 18.18%, 20.0: 43.20%, 21.0: 38.57%, 22.0: 0.04%, 23.0: 0.01%}	{19.0: 40.43%, 20.0: 38.31%, 21.0: 21.25%, 22.0: 0.01%}	{19.0: 29.89%, 20.0: 28.71%, 21.0: 40.94%, 22.0: 0.01%, 23.0: 0.45%}	{19.0: 31.02%, 20.0: 23.45%, 21.0: 45.30%, 22.0: 0.03%, 23.0: 0.20%}
igf_1	1	27247247	27247280	1_25976658_27529784	A	{33.0: 0.00%, 34.0: 84.26%, 35.0: 7.75%, 36.0: 5.54%, 37.0: 2.44%}	1.05e-31	-	intron:NUDC:protein_coding	not	0.0	0.0										0.395, 0.0309, 0.865, 0.305, 0.0015	NA, -, NA, NA, -	{33.0: 0.04%, 34.0: 77.47%, 35.0: 16.31%, 36.0: 5.82%, 37.0: 0.35%}	{33.0: 0.13%, 34.0: 88.40%, 35.0: 7.36%, 36.0: 3.49%, 37.0: 0.63%}	{33.0: 0.81%, 34.0: 93.79%, 35.0: 4.87%, 36.0: 0.44%, 37.0: 0.08%}	{33.0: 0.00%, 34.0: 83.43%, 35.0: 8.27%, 36.0: 5.89%, 37.0: 2.41%}	{33.0: 0.01%, 34.0: 84.53%, 35.0: 8.13%, 36.0: 5.07%, 37.0: 2.26%}
igf_1	1	214163477	214163513	1_213976097_214533356	A	{32.0: 0.47%, 33.0: 4.32%, 34.0: 0.05%, 35.0: 49.63%, 36.0: 45.48%, 37.0: 0.04%}	2.87e-15	+	intron:PROX1:protein_coding	confidently	0.99988377082765	1.0	0.999962299384037	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.2, 0.972, 0.343, 0.0113, 0.785	NA, NA, NA, +, NA	{32.0: 0.03%, 33.0: 0.37%, 34.0: 0.01%, 35.0: 29.71%, 36.0: 60.19%, 37.0: 9.68%}	{32.0: 0.12%, 33.0: 3.16%, 34.0: 0.05%, 35.0: 57.24%, 36.0: 39.29%, 37.0: 0.14%}	{32.0: 0.00%, 33.0: 4.87%, 34.0: 0.60%, 35.0: 52.39%, 36.0: 42.08%, 37.0: 0.07%}	{32.0: 0.62%, 33.0: 3.79%, 34.0: 0.04%, 35.0: 50.46%, 36.0: 45.06%, 37.0: 0.03%}	{32.0: 0.37%, 33.0: 3.56%, 34.0: 0.08%, 35.0: 47.19%, 36.0: 48.68%, 37.0: 0.12%}
igf_1	2	27673819	27673833	2_26838926_28663289	A	{14.0: 5.14%, 15.0: 56.87%, 16.0: 37.54%, 17.0: 0.07%, 19.0: 0.38%}	6.07e-11	+	intron:IFT172:protein_coding	not	0.0	0.0										0.387, 0.14, 0.232, 0.971, 0.481	NA, NA, NA, NA, NA	{14.0: 14.84%, 15.0: 15.98%, 16.0: 46.00%, 17.0: 23.14%, 19.0: 0.05%}	{14.0: 5.66%, 15.0: 55.11%, 16.0: 39.11%, 17.0: 0.12%}	{14.0: 0.07%, 15.0: 83.34%, 16.0: 16.59%, 17.0: 0.00%}	{14.0: 5.95%, 15.0: 57.84%, 16.0: 35.94%, 17.0: 0.04%, 19.0: 0.22%}	{14.0: 5.17%, 15.0: 59.34%, 16.0: 34.89%, 17.0: 0.24%, 19.0: 0.36%}
igf_1	2	204311891	204311922	2_204186891_204436891	A	{28.0: 0.14%, 29.0: 0.17%, 31.0: 1.35%, 32.0: 55.43%, 33.0: 40.14%, 34.0: 2.77%}	3.97e-11	-	multigene;three_prime_UTR:ABI2:protein_coding;intron:RAPH1:protein_coding	confidently	0.999708765555712	1.0	0.999161052385017	1.0	1.0	1.0	1.0	1.0	0.998905667800844	1.0	1.0	0.137, 0.779, 0.645, 0.113, 0.686	NA, NA, NA, NA, NA	{28.0: 0.01%, 29.0: 0.15%, 31.0: 8.78%, 32.0: 64.70%, 33.0: 26.00%, 34.0: 0.37%}	{28.0: 0.02%, 29.0: 0.72%, 31.0: 0.45%, 32.0: 41.58%, 33.0: 52.46%, 34.0: 4.78%}	{28.0: 0.01%, 29.0: 0.72%, 31.0: 3.17%, 32.0: 64.86%, 33.0: 29.20%, 34.0: 2.03%}	{28.0: 0.08%, 29.0: 0.25%, 31.0: 0.82%, 32.0: 54.84%, 33.0: 40.84%, 34.0: 3.16%}	{28.0: 0.13%, 29.0: 0.40%, 31.0: 1.39%, 32.0: 53.87%, 33.0: 41.72%, 34.0: 2.49%}
igf_1	3	135916825	135916841	3_135540726_136802064	A	{15.0: 0.11%, 16.0: 33.82%, 17.0: 42.19%, 18.0: 9.25%, 19.0: 14.59%, 20.0: 0.04%, 23.0: 0.00%}	1.6e-34	-	intergenic	not	0.0	0.0										0.165, 0.683, 0.0786, 0.00101, 0.119	NA, NA, NA, -, NA	{15.0: 2.48%, 16.0: 41.19%, 17.0: 26.72%, 18.0: 17.28%, 19.0: 8.59%, 20.0: 0.62%, 23.0: 3.11%}	{15.0: 0.02%, 16.0: 34.19%, 17.0: 41.74%, 18.0: 10.00%, 19.0: 14.02%, 20.0: 0.03%, 23.0: 0.00%}	{15.0: 0.06%, 16.0: 0.84%, 17.0: 77.07%, 18.0: 21.06%, 19.0: 0.98%, 20.0: 0.00%, 23.0: 0.00%}	{15.0: 0.10%, 16.0: 34.59%, 17.0: 40.76%, 18.0: 10.65%, 19.0: 13.87%, 20.0: 0.03%, 23.0: 0.00%}	{15.0: 0.18%, 16.0: 32.40%, 17.0: 43.41%, 18.0: 8.97%, 19.0: 14.94%, 20.0: 0.08%, 23.0: 0.02%}
igf_1	3	141097028	141097042	3_140908481_141772221	A	{15.0: 55.27%, 16.0: 8.92%, 17.0: 35.82%}	2.38e-44	-	intron:ZBTB38:protein_coding	confidently	0.928927517087823	0.987075	0.94390340113759	1.0	1.0	1.0	1.0	0.987075	0.0529058680468072	0.799922	1.0	0.602, 0.138, 0.875, 0.0823, 0.651	NA, NA, NA, NA, NA	{15.0: 15.42%, 16.0: 43.77%, 17.0: 40.81%}	{15.0: 65.88%, 16.0: 15.17%, 17.0: 18.95%}	{15.0: 68.46%, 16.0: 28.78%, 17.0: 2.76%}	{15.0: 56.43%, 16.0: 7.90%, 17.0: 35.67%}	{15.0: 59.03%, 16.0: 8.34%, 17.0: 32.63%}
igf_1	8	59395436	59395476	8_59025912_59692885	AC	{14.5: 4.65%, 15.5: 19.34%, 16.5: 0.17%, 17.5: 8.61%, 18.5: 30.70%, 19.5: 1.47%, 20.5: 31.19%, 21.5: 1.33%, 22.5: 2.30%, 23.5: 0.22%, 24.5: 0.01%}	7.81e-21	+	intergenic	not	0.0	0.0										0.729, 0.0313, 0.0539, 0.0991, 0.0204	NA, +, NA, NA, +	{14.5: 19.08%, 15.5: 29.44%, 16.5: 0.02%, 17.5: 3.17%, 18.5: 22.14%, 19.5: 0.27%, 20.5: 7.86%, 21.5: 6.12%, 22.5: 11.84%, 23.5: 0.05%, 24.5: 0.01%}	{14.5: 3.23%, 15.5: 14.61%, 16.5: 0.36%, 17.5: 1.70%, 18.5: 35.57%, 19.5: 1.31%, 20.5: 31.11%, 21.5: 3.87%, 22.5: 7.63%, 23.5: 0.56%, 24.5: 0.05%}	{14.5: 12.28%, 15.5: 16.74%, 16.5: 0.00%, 17.5: 0.33%, 18.5: 26.92%, 19.5: 0.26%, 20.5: 22.13%, 21.5: 10.39%, 22.5: 7.14%, 23.5: 1.33%, 24.5: 2.47%}	{14.5: 4.21%, 15.5: 18.61%, 16.5: 0.13%, 17.5: 9.70%, 18.5: 32.35%, 19.5: 1.45%, 20.5: 29.99%, 21.5: 1.01%, 22.5: 2.37%, 23.5: 0.18%, 24.5: 0.00%}	{14.5: 5.16%, 15.5: 20.31%, 16.5: 0.43%, 17.5: 8.45%, 18.5: 28.04%, 19.5: 1.15%, 20.5: 32.07%, 21.5: 1.65%, 22.5: 2.48%, 23.5: 0.26%, 24.5: 0.00%}
igf_1	10	94596855	94596893	10_94418870_95472041	AC	{14.5: 0.02%, 15.5: 0.25%, 16.5: 0.03%, 18.5: 0.82%, 19.5: 2.57%, 20.5: 23.12%, 21.5: 28.81%, 22.0: 0.00%, 22.5: 10.75%, 23.5: 31.54%, 24.5: 1.09%, 25.5: 0.99%, 26.5: 0.01%}	3.38e-12	+	intron:EXOC6:protein_coding	not	0.0	0.0										0.241, 0.262, 0.221, 0.327, 0.0269	NA, NA, NA, NA, +	{14.5: 0.00%, 15.5: 0.03%, 16.5: 0.00%, 18.5: 2.12%, 19.5: 1.05%, 20.5: 22.65%, 21.5: 28.28%, 22.0: 0.00%, 22.5: 11.17%, 23.5: 32.53%, 24.5: 1.24%, 25.5: 0.93%, 26.5: 0.00%}	{14.5: 0.02%, 15.5: 0.12%, 16.5: 0.00%, 18.5: 0.32%, 19.5: 1.38%, 20.5: 38.72%, 21.5: 25.66%, 22.0: 0.08%, 22.5: 15.16%, 23.5: 16.98%, 24.5: 1.42%, 25.5: 0.12%, 26.5: 0.01%}	{15.5: 0.00%, 18.5: 0.53%, 19.5: 1.31%, 20.5: 77.06%, 21.5: 9.09%, 22.0: 0.01%, 22.5: 10.52%, 23.5: 1.40%, 24.5: 0.06%, 25.5: 0.02%, 26.5: 0.00%}	{14.5: 0.02%, 15.5: 0.22%, 16.5: 0.03%, 18.5: 0.71%, 19.5: 2.69%, 20.5: 22.42%, 21.5: 30.95%, 22.0: 0.00%, 22.5: 10.36%, 23.5: 30.64%, 24.5: 1.06%, 25.5: 0.89%, 26.5: 0.00%}	{14.5: 0.03%, 15.5: 0.27%, 16.5: 0.02%, 18.5: 0.88%, 19.5: 2.15%, 20.5: 24.98%, 21.5: 28.21%, 22.0: 0.00%, 22.5: 11.41%, 23.5: 29.68%, 24.5: 1.56%, 25.5: 0.78%, 26.5: 0.01%}
igf_1	11	47332459	47332474	11_45825428_50905592	A	{15.0: 67.61%, 16.0: 15.13%, 17.0: 15.82%, 18.0: 1.43%}	3.64e-33	+	intron:MADD:protein_coding	not	0.0	0.0										0.0645, 0.113, 0.743, 0.000422, 0.0289	NA, NA, NA, +, +	{15.0: 48.61%, 16.0: 11.96%, 17.0: 39.34%, 18.0: 0.09%}	{15.0: 54.84%, 16.0: 23.25%, 17.0: 21.73%, 18.0: 0.19%}	{15.0: 30.12%, 16.0: 9.88%, 17.0: 59.82%, 18.0: 0.18%}	{15.0: 68.12%, 16.0: 14.61%, 17.0: 15.51%, 18.0: 1.76%}	{15.0: 70.21%, 16.0: 13.53%, 17.0: 15.32%, 18.0: 0.94%}
igf_1	16	81581736	81581756	16_81345207_81900039	A	{19.0: 6.61%, 20.0: 46.33%, 21.0: 23.04%, 22.0: 23.90%, 23.0: 0.11%}	2.58e-30	-	intron:CMIP:protein_coding	confidently	0.999999971966582	1.0	0.999999751558769	1.0	1.0	1.0	1.0	1.0	0.999999753715251	1.0	0.00807279	0.117, 0.402, 0.0225, 0.0123, 0.0103	NA, NA, -, -, -	{19.0: 2.90%, 20.0: 40.47%, 21.0: 19.41%, 22.0: 34.27%, 23.0: 2.95%}	{19.0: 3.60%, 20.0: 41.74%, 21.0: 29.34%, 22.0: 25.03%, 23.0: 0.30%}	{19.0: 4.27%, 20.0: 15.24%, 21.0: 30.34%, 22.0: 49.55%, 23.0: 0.60%}	{19.0: 6.70%, 20.0: 45.90%, 21.0: 23.21%, 22.0: 24.07%, 23.0: 0.13%}	{19.0: 7.13%, 20.0: 45.25%, 21.0: 24.67%, 22.0: 22.73%, 23.0: 0.22%}
